Operator,Audio File,Start,Stop,Label,Timestamp,Comments
Simon,call_20240923_001.wav,30.0,34.0,PERSON,2026-03-24 20:40:56,
Simon,call_20240923_005.wav,43.0,44.0,PERSON,2026-03-24 20:29:21,
Simon,call_20240923_005.wav,39.0,40.0,PERSON,2026-03-24 20:29:21,
Simon,call_20240923_006.wav,96.0,111.0,LOCATION,2026-03-24 20:24:39,
Simon,call_20240923_006.wav,88.0,90.0,LOCATION,2026-03-24 20:24:39,
Simon,call_20240923_006.wav,73.0,77.0,LOCATION,2026-03-24 20:24:39,
Simon,call_20240924_001.wav,376.0,377.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,372.0,373.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,351.0,354.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,293.0,294.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,259.0,260.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,248.0,249.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,174.0,175.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,168.0,169.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,164.0,167.0,LOCATION,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,31.3,32.0,PERSON,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,28.0,30.0,PERSON,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,24.3,26.0,PERSON,2026-03-24 20:14:16,
Simon,call_20240924_001.wav,376.0,377.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,372.0,373.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,351.0,354.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,293.0,294.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,259.0,260.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,248.0,249.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,174.0,175.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,168.0,169.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,164.0,167.0,LOCATION,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,31.0,32.0,PERSON,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,28.0,30.0,PERSON,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,24.7,26.0,PERSON,2026-03-24 20:09:08,
Simon,call_20240924_001.wav,376.0,377.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,372.0,373.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,351.0,354.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,293.0,294.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,259.0,260.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,248.0,249.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,174.0,175.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,168.0,169.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,164.0,167.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,31.6,32.0,LOCATION,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,28.0,30.0,PERSON,2026-03-24 20:07:25,
Simon,call_20240924_001.wav,25.0,26.0,PERSON,2026-03-24 20:07:25,
Simon,call_20240924_002.wav,86.0,87.0,PERSON,2026-03-24 19:45:46,
Simon,call_20240924_002.wav,75.0,77.0,PERSON,2026-03-24 19:45:46,
Simon,call_20240924_002.wav,86.0,87.0,PERSON,2026-03-24 19:44:54,
Simon,call_20240924_002.wav,75.0,76.0,PERSON,2026-03-24 19:44:54,
Simon,call_20240924_003.wav,187.0,188.0,LOCATION,2026-03-24 19:16:36,
Simon,call_20240924_003.wav,132.0,133.0,LOCATION,2026-03-24 19:16:36,
Simon,call_20240924_003.wav,124.0,128.0,LOCATION,2026-03-24 19:16:36,
Simon,call_20240924_003.wav,48.0,49.0,PERSON,2026-03-24 19:16:36,
Simon,call_20240925_001.wav,351.7,355.0,PERSON,2026-03-24 18:55:06,
Simon,call_20240925_001.wav,304.0,305.0,LOCATION,2026-03-24 18:55:06,
Simon,call_20240925_001.wav,159.0,160.0,LOCATION,2026-03-24 18:55:06,
Simon,call_20240925_001.wav,155.0,156.0,LOCATION,2026-03-24 18:55:06,
Simon,call_20240925_001.wav,151.0,152.0,LOCATION,2026-03-24 18:55:06,
Simon,call_20240925_001.wav,119.0,121.0,PERSON,2026-03-24 18:55:06,
Simon,call_20240925_001.wav,34.0,35.0,PERSON,2026-03-24 18:55:06,
Simon,call_20240925_001.wav,30.0,31.0,PERSON,2026-03-24 18:55:06,
Simon,call_20240927_002.wav,305.4,306.0,LOCATION,2026-03-24 11:01:22,
Simon,call_20240927_002.wav,217.0,218.0,LOCATION,2026-03-24 11:01:22,
Simon,call_20240927_002.wav,143.2,145.0,LOCATION,2026-03-24 11:01:22,
Simon,call_20240927_002.wav,138.5,140.0,LOCATION,2026-03-24 11:01:22,
Simon,call_20240927_002.wav,136.0,137.0,LOCATION,2026-03-24 11:01:22,
Simon,call_20240927_002.wav,305.4,306.0,LOCATION,2026-03-24 11:00:22,
Simon,call_20240927_002.wav,217.0,218.0,LOCATION,2026-03-24 11:00:22,
Simon,call_20240927_002.wav,143.0,145.0,LOCATION,2026-03-24 11:00:22,
Simon,call_20240927_002.wav,138.5,140.0,LOCATION,2026-03-24 11:00:22,
Simon,call_20240927_002.wav,136.0,137.0,LOCATION,2026-03-24 11:00:22,
Simon,call_20240927_002.wav,305.4,306.0,LOCATION,2026-03-24 10:58:49,
Simon,call_20240927_002.wav,217.0,218.0,LOCATION,2026-03-24 10:58:49,
Simon,call_20240927_002.wav,143.5,145.0,LOCATION,2026-03-24 10:58:49,
Simon,call_20240927_002.wav,139.0,140.0,LOCATION,2026-03-24 10:58:49,
Simon,call_20240927_002.wav,136.0,137.0,LOCATION,2026-03-24 10:58:49,
Simon,call_20240927_002.wav,305.4,306.0,LOCATION,2026-03-24 10:57:28,
Simon,call_20240927_002.wav,217.0,218.0,LOCATION,2026-03-24 10:57:28,
Simon,call_20240927_002.wav,144.0,145.0,LOCATION,2026-03-24 10:57:28,
Simon,call_20240927_002.wav,138.7,140.0,LOCATION,2026-03-24 10:57:28,
Simon,call_20240927_002.wav,136.0,137.0,LOCATION,2026-03-24 10:57:28,
Simon,call_20240927_002.wav,305.0,306.0,LOCATION,2026-03-24 10:55:12,
Simon,call_20240927_002.wav,217.0,218.0,LOCATION,2026-03-24 10:55:12,
Simon,call_20240927_002.wav,144.0,145.0,LOCATION,2026-03-24 10:55:12,
Simon,call_20240927_002.wav,139.0,140.0,LOCATION,2026-03-24 10:55:12,
Simon,call_20240927_002.wav,136.0,137.0,LOCATION,2026-03-24 10:55:12,
Simon,call_20240930_001.wav,208.8,222.0,USER_ID,2026-03-24 10:42:30,
Simon,call_20240930_001.wav,138.4,140.0,LOCATION,2026-03-24 10:42:30,
Simon,call_20240930_001.wav,134.7,136.0,PERSON,2026-03-24 10:42:30,
Simon,call_20240930_001.wav,50.6,53.0,PERSON,2026-03-24 10:42:30,
Simon,call_20240930_001.wav,21.6,23.0,PERSON,2026-03-24 10:42:30,
Simon,call_20240930_001.wav,208.8,222.0,USER_ID,2026-03-24 10:39:28,
Simon,call_20240930_001.wav,138.6,140.0,LOCATION,2026-03-24 10:39:28,
Simon,call_20240930_001.wav,134.7,136.0,PERSON,2026-03-24 10:39:28,
Simon,call_20240930_001.wav,50.8,53.0,PERSON,2026-03-24 10:39:28,
Simon,call_20240930_001.wav,21.6,23.0,PERSON,2026-03-24 10:39:28,
Simon,call_20240930_001.wav,209.0,222.0,USER_ID,2026-03-24 10:35:27,
Simon,call_20240930_001.wav,139.0,140.0,LOCATION,2026-03-24 10:35:27,
Simon,call_20240930_001.wav,135.0,136.0,PERSON,2026-03-24 10:35:27,
Simon,call_20240930_001.wav,51.0,53.0,PERSON,2026-03-24 10:35:27,
Simon,call_20240930_001.wav,22.0,23.0,PERSON,2026-03-24 10:35:27,
Simon,call_20241001_004.wav,248.0,251.0,LOCATION,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,241.8,244.0,LOCATION,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,238.0,240.0,LOCATION,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,230.0,231.0,LOCATION,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,227.0,228.0,LOCATION,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,208.0,209.0,LOCATION,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,199.0,200.0,LOCATION,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,80.0,82.0,LOCATION,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,73.8,76.0,PERSON,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,36.0,37.0,PERSON,2026-03-24 10:26:15,
Simon,call_20241001_004.wav,248.0,251.0,LOCATION,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,242.0,244.0,LOCATION,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,238.0,240.0,LOCATION,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,230.0,231.0,LOCATION,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,227.0,228.0,LOCATION,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,208.0,209.0,LOCATION,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,199.0,200.0,LOCATION,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,80.0,82.0,LOCATION,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,74.0,76.0,PERSON,2026-03-24 10:22:35,
Simon,call_20241001_004.wav,36.0,37.0,PERSON,2026-03-24 10:22:35,
Simon,call_20241001_013.wav,150.0,151.0,LOCATION,2026-03-24 10:07:09,
Simon,call_20241001_013.wav,148.0,149.0,LOCATION,2026-03-24 10:07:09,
Simon,call_20241001_013.wav,108.9,110.0,LOCATION,2026-03-24 10:07:09,
Simon,call_20241001_013.wav,105.0,106.0,LOCATION,2026-03-24 10:07:09,
Simon,call_20241001_013.wav,50.0,52.0,PERSON,2026-03-24 10:07:09,
Simon,call_20241001_013.wav,44.0,45.0,PERSON,2026-03-24 10:07:09,
Simon,call_20241001_013.wav,26.0,30.0,PERSON,2026-03-24 10:07:09,
Simon,call_20241001_013.wav,150.0,151.0,LOCATION,2026-03-24 10:05:13,
Simon,call_20241001_013.wav,148.0,149.0,LOCATION,2026-03-24 10:05:13,
Simon,call_20241001_013.wav,109.0,110.0,LOCATION,2026-03-24 10:05:13,
Simon,call_20241001_013.wav,105.0,106.0,LOCATION,2026-03-24 10:05:13,
Simon,call_20241001_013.wav,50.0,52.0,PERSON,2026-03-24 10:05:13,
Simon,call_20241001_013.wav,44.0,45.0,PERSON,2026-03-24 10:05:13,
Simon,call_20241001_013.wav,26.0,30.0,PERSON,2026-03-24 10:05:13,
Simon,call_20241002_004.wav,178.4,181.0,PERSON,2026-03-24 09:54:47,
Simon,call_20241002_004.wav,62.8,65.0,PERSON,2026-03-24 09:54:47,
Simon,call_20241002_004.wav,57.6,60.0,PERSON,2026-03-24 09:54:47,
Simon,call_20241002_004.wav,178.4,180.0,PERSON,2026-03-24 09:48:44,
Simon,call_20241002_004.wav,62.8,65.0,PERSON,2026-03-24 09:48:44,
Simon,call_20241002_004.wav,57.6,60.0,PERSON,2026-03-24 09:48:44,
Simon,call_20241002_004.wav,179.0,180.0,PERSON,2026-03-24 09:47:04,
Simon,call_20241002_004.wav,63.0,65.0,PERSON,2026-03-24 09:47:04,
Simon,call_20241002_004.wav,58.0,60.0,PERSON,2026-03-24 09:47:04,
Simon,call_20241003_002.wav,82.35,83.0,LOCATION,2026-03-24 09:32:58,
Simon,call_20241003_002.wav,64.7,66.0,LOCATION,2026-03-24 09:32:58,
Simon,call_20241003_002.wav,56.0,63.0,LOCATION,2026-03-24 09:32:58,
Simon,call_20241003_002.wav,46.6,48.0,PERSON,2026-03-24 09:32:58,
Simon,call_20241003_002.wav,38.5,40.0,LOCATION,2026-03-24 09:32:58,
Simon,call_20241003_002.wav,82.4,83.0,LOCATION,2026-03-24 09:32:27,
Simon,call_20241003_002.wav,64.7,66.0,LOCATION,2026-03-24 09:32:27,
Simon,call_20241003_002.wav,56.0,63.0,LOCATION,2026-03-24 09:32:27,
Simon,call_20241003_002.wav,46.6,48.0,PERSON,2026-03-24 09:32:27,
Simon,call_20241003_002.wav,38.5,40.0,LOCATION,2026-03-24 09:32:27,
Simon,call_20241003_002.wav,82.5,83.0,LOCATION,2026-03-24 09:31:50,
Simon,call_20241003_002.wav,64.7,66.0,LOCATION,2026-03-24 09:31:50,
Simon,call_20241003_002.wav,56.0,63.0,LOCATION,2026-03-24 09:31:50,
Simon,call_20241003_002.wav,46.6,48.0,PERSON,2026-03-24 09:31:50,
Simon,call_20241003_002.wav,38.5,40.0,LOCATION,2026-03-24 09:31:50,
Simon,call_20241003_002.wav,82.0,83.0,LOCATION,2026-03-24 09:30:57,
Simon,call_20241003_002.wav,64.7,66.0,LOCATION,2026-03-24 09:30:57,
Simon,call_20241003_002.wav,56.0,63.0,LOCATION,2026-03-24 09:30:57,
Simon,call_20241003_002.wav,46.6,48.0,PERSON,2026-03-24 09:30:57,
Simon,call_20241003_002.wav,38.5,40.0,LOCATION,2026-03-24 09:30:57,
Simon,call_20241003_002.wav,81.8,83.0,LOCATION,2026-03-24 09:29:26,
Simon,call_20241003_002.wav,64.7,66.0,LOCATION,2026-03-24 09:29:26,
Simon,call_20241003_002.wav,56.0,63.0,LOCATION,2026-03-24 09:29:26,
Simon,call_20241003_002.wav,46.6,48.0,PERSON,2026-03-24 09:29:26,
Simon,call_20241003_002.wav,38.5,40.0,LOCATION,2026-03-24 09:29:26,
Simon,call_20241003_002.wav,81.6,83.0,LOCATION,2026-03-24 09:27:54,
Simon,call_20241003_002.wav,65.0,66.0,LOCATION,2026-03-24 09:27:54,
Simon,call_20241003_002.wav,56.0,63.0,LOCATION,2026-03-24 09:27:54,
Simon,call_20241003_002.wav,47.0,48.0,PERSON,2026-03-24 09:27:54,
Simon,call_20241003_002.wav,38.5,40.0,LOCATION,2026-03-24 09:27:54,
Simon,call_20241003_002.wav,82.0,83.0,LOCATION,2026-03-24 09:26:24,
Simon,call_20241003_002.wav,65.0,66.0,LOCATION,2026-03-24 09:26:24,
Simon,call_20241003_002.wav,56.0,63.0,LOCATION,2026-03-24 09:26:24,
Simon,call_20241003_002.wav,47.0,48.0,PERSON,2026-03-24 09:26:24,
Simon,call_20241003_002.wav,39.0,40.0,LOCATION,2026-03-24 09:26:24,
Simon,call_20241003_003.wav,445.0,450.0,PERSON,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,415.0,429.0,USER_ID,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,385.0,397.0,PERSON,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,369.0,370.0,PERSON,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,302.6,303.0,PERSON,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,78.0,79.0,PERSON,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,76.0,76.8,PERSON,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,74.0,75.0,PERSON,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,66.6,68.0,PERSON,2026-03-24 09:20:11,
Simon,call_20241003_003.wav,445.0,450.0,PERSON,2026-03-24 09:17:00,
Simon,call_20241003_003.wav,415.0,429.0,USER_ID,2026-03-24 09:17:00,
Simon,call_20241003_003.wav,385.0,397.0,PERSON,2026-03-24 09:17:00,
Simon,call_20241003_003.wav,369.0,370.0,PERSON,2026-03-24 09:17:00,
Simon,call_20241003_003.wav,302.6,303.0,PERSON,2026-03-24 09:17:00,
Simon,call_20241003_003.wav,78.0,79.0,PERSON,2026-03-24 09:17:00,
Simon,call_20241003_003.wav,76.0,76.8,PERSON,2026-03-24 09:17:00,
Simon,call_20241003_003.wav,74.0,75.0,PERSON,2026-03-24 09:17:00,
Simon,call_20241003_003.wav,67.0,68.0,PERSON,2026-03-24 09:17:00,
Simon,call_20241004_002.wav,79.6,81.0,PERSON,2026-03-24 08:43:51,
Simon,call_20241004_002.wav,78.0,79.0,LOCATION,2026-03-24 08:43:51,
Simon,call_20241004_002.wav,66.9,68.0,PERSON,2026-03-24 08:43:51,
Simon,call_20241004_002.wav,80.0,81.0,PERSON,2026-03-24 08:42:19,
Simon,call_20241004_002.wav,77.5,79.0,LOCATION,2026-03-24 08:42:19,
Simon,call_20241004_002.wav,66.9,68.0,PERSON,2026-03-24 08:42:19,
Simon,call_20241004_002.wav,80.0,81.0,PERSON,2026-03-24 08:41:09,
Simon,call_20241004_002.wav,77.8,79.0,LOCATION,2026-03-24 08:41:09,
Simon,call_20241004_002.wav,66.6,68.0,PERSON,2026-03-24 08:41:09,
Simon,call_20241004_002.wav,80.0,81.0,PERSON,2026-03-24 08:39:40,
Simon,call_20241004_002.wav,78.0,79.0,LOCATION,2026-03-24 08:39:40,
Simon,call_20241004_002.wav,67.0,68.0,PERSON,2026-03-24 08:39:40,
Simon,call_20241008_009.wav,43.98,45.0,LOCATION,2026-03-24 08:32:49,
Simon,call_20241008_009.wav,43.8,45.0,LOCATION,2026-03-24 08:31:39,
Simon,call_20241008_009.wav,44.0,45.0,LOCATION,2026-03-24 08:30:21,
Simon,call_20241010_003.wav,38.0,40.0,PERSON,2026-03-24 08:08:40,
Simon,call_20241010_003.wav,25.8,27.0,PERSON,2026-03-24 08:08:40,
Simon,call_20241010_003.wav,38.0,40.0,PERSON,2026-03-24 08:07:42,
Simon,call_20241010_003.wav,26.0,27.0,PERSON,2026-03-24 08:07:42,
Simon,call_20241011_001.wav,275.6,278.0,LOCATION,2026-03-23 16:38:42,
Simon,call_20241011_001.wav,109.0,111.6,LOCATION,2026-03-23 16:38:42,
Simon,call_20241011_001.wav,62.5,64.0,PERSON,2026-03-23 16:38:42,
Simon,call_20241011_001.wav,276.0,278.0,LOCATION,2026-03-23 16:34:51,
Simon,call_20241011_001.wav,109.0,111.0,LOCATION,2026-03-23 16:34:51,
Simon,call_20241011_001.wav,62.0,64.0,PERSON,2026-03-23 16:34:51,
Simon,call_20241014_003.wav,161.6,163.0,PERSON,2026-03-23 16:26:29,
Simon,call_20241014_003.wav,155.9,157.0,PERSON,2026-03-23 16:26:29,
Simon,call_20241014_003.wav,161.01,163.0,PERSON,2026-03-23 16:24:43,
Simon,call_20241014_003.wav,155.9,157.0,PERSON,2026-03-23 16:24:43,
Simon,call_20241014_003.wav,160.8,163.0,PERSON,2026-03-23 16:23:49,
Simon,call_20241014_003.wav,155.9,157.0,PERSON,2026-03-23 16:23:49,
Simon,call_20241014_003.wav,160.5,163.0,PERSON,2026-03-23 16:22:47,
Simon,call_20241014_003.wav,155.6,157.0,PERSON,2026-03-23 16:22:47,
Simon,call_20241014_003.wav,162.0,163.0,PERSON,2026-03-23 16:21:27,
Simon,call_20241014_003.wav,156.0,157.0,PERSON,2026-03-23 16:21:27,
Simon,call_20241025_002.wav,421.0,422.0,PERSON,2026-03-23 15:59:31,
Simon,call_20241025_002.wav,289.5,302.0,USER_ID,2026-03-23 15:59:31,
Simon,call_20241025_002.wav,30.6,32.0,PERSON,2026-03-23 15:59:31,
Simon,call_20241025_002.wav,421.0,422.0,PERSON,2026-03-23 15:58:41,
Simon,call_20241025_002.wav,289.5,302.0,USER_ID,2026-03-23 15:58:41,
Simon,call_20241025_002.wav,30.0,32.0,PERSON,2026-03-23 15:58:41,
Simon,call_20241025_002.wav,421.0,422.0,PERSON,2026-03-23 15:56:56,
Simon,call_20241025_002.wav,290.0,302.0,USER_ID,2026-03-23 15:56:56,
Simon,call_20241025_002.wav,31.0,32.0,PERSON,2026-03-23 15:56:56,
Simon,call_20241104_001.wav,524.0,525.0,PERSON,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,508.0,509.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,500.0,505.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,496.0,497.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,486.0,489.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,481.0,482.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,476.0,477.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,468.0,469.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,447.5,448.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,378.0,379.0,LOCATION,2026-03-23 15:46:53,
Simon,call_20241104_001.wav,310.0,311.0,PERSON,2026-03-23 15:46:53,
Simon,call_20241031_009.wav,143.5,145.0,LOCATION,2026-03-23 14:24:17,
Simon,call_20241031_009.wav,31.0,32.0,LOCATION,2026-03-23 14:24:17,
Simon,call_20241031_009.wav,144.0,145.0,LOCATION,2026-03-23 14:23:07,
Simon,call_20241031_009.wav,31.0,32.0,PERSON,2026-03-23 14:23:07,
Simon,call_20241031_009.wav,144.0,145.0,LOCATION,2026-03-23 14:21:24,
Simon,call_20241025_001.wav,50.8,53.0,PERSON,2026-03-23 14:15:43,
Simon,call_20241025_001.wav,47.5,48.5,PERSON,2026-03-23 14:15:43,
Simon,call_20241025_001.wav,51.5,53.0,PERSON,2026-03-23 14:15:21,
Simon,call_20241025_001.wav,47.5,48.5,PERSON,2026-03-23 14:15:21,
Simon,call_20241025_001.wav,51.0,53.0,PERSON,2026-03-23 14:14:08,
Simon,call_20241025_001.wav,48.0,49.0,PERSON,2026-03-23 14:14:08,
Simon,call_20241021_006.wav,181.0,182.0,LOCATION,2026-03-23 14:07:56,
Simon,call_20241021_006.wav,59.8,62.0,LOCATION,2026-03-23 14:07:56,
Simon,call_20241021_006.wav,55.9,58.0,LOCATION,2026-03-23 14:07:56,
Simon,call_20241021_006.wav,54.0,55.2,LOCATION,2026-03-23 14:07:56,
Simon,call_20241021_006.wav,27.8,29.0,PERSON,2026-03-23 14:07:56,
Simon,call_20241021_006.wav,181.0,182.0,LOCATION,2026-03-23 14:06:33,
Simon,call_20241021_006.wav,60.0,62.0,LOCATION,2026-03-23 14:06:33,
Simon,call_20241021_006.wav,55.7,58.0,LOCATION,2026-03-23 14:06:33,
Simon,call_20241021_006.wav,54.0,55.2,LOCATION,2026-03-23 14:06:33,
Simon,call_20241021_006.wav,27.8,29.0,PERSON,2026-03-23 14:06:33,
Simon,call_20241021_006.wav,181.0,182.0,LOCATION,2026-03-23 14:05:13,
Simon,call_20241021_006.wav,60.0,62.0,LOCATION,2026-03-23 14:05:13,
Simon,call_20241021_006.wav,56.5,58.0,LOCATION,2026-03-23 14:05:13,
Simon,call_20241021_006.wav,54.0,55.2,LOCATION,2026-03-23 14:05:13,
Simon,call_20241021_006.wav,27.6,29.0,PERSON,2026-03-23 14:05:13,
